female,yeduc,lincome
0,13,5.857933
0,13,5.857933
0,13,5.298317
0,13,5.703783
0,13,5.857933
0,13,5.857933
0,13,5.703783
0,13,4.60517
0,13,5.857933
0,13,5.521461
0,13,6.109248
0,13,5.298317
0,13,5.521461
0,13,4.60517
0,13,5.857933
0,13,5.703783
0,13,5.703783
0,13,5.857933
0,13,5.857933
0,13,5.703783
0,13,5.521461
0,13,5.857933
0,13,5.298317
0,13,5.298317
0,13,5.521461
0,13,6.109248
0,13,5.521461
0,13,5.857933
0,13,5.298317
0,13,5.521461
0,13,5.298317
0,13,5.010635
0,13,4.60517
0,13,5.521461
0,13,5.521461
0,13,5.703783
0,13,5.521461
0,13,6.109248
0,13,5.298317
0,13,4.60517
0,13,5.010635
0,13,4.60517
0,13,5.703783
0,13,5.703783
0,13,5.298317
0,13,5.857933
0,13,5.521461
0,13,5.857933
0,13,5.010635
0,13,5.298317
0,13,5.298317
0,13,5.703783
0,13,5.857933
0,13,5.703783
0,13,5.298317
0,13,5.521461
0,13,5.521461
0,13,5.521461
0,13,5.857933
0,13,5.298317
0,13,5.521461
0,13,5.521461
0,13,5.857933
0,13,5.857933
0,13,5.164786
0,13,5.051457
0,13,5.857933
0,13,6.214608
0,13,5.703783
0,13,5.010635
0,13,5.703783
0,13,5.703783
0,13,5.857933
0,13,5.857933
0,13,5.857933
0,13,5.521461
0,13,5.010635
0,13,5.857933
0,13,5.298317
0,13,5.521461
0,13,5.703783
0,13,5.521461
0,13,5.857933
0,13,5.991465
0,13,5.857933
0,13,5.857933
0,13,5.703783
0,13,5.991465
0,13,5.703783
0,13,5.703783
0,13,5.298317
0,13,5.857933
0,13,6.214608
0,13,5.298317
0,13,5.857933
0,13,6.214608
0,13,5.857933
0,13,5.703783
0,13,5.857933
0,13,5.298317
0,13,5.521461
0,13,5.521461
0,13,5.703783
0,13,6.214608
0,13,5.703783
0,13,5.857933
0,13,6.214608
0,13,5.857933
0,13,5.051457
0,13,5.857933
0,13,5.051457
0,13,5.703783
0,13,5.857933
0,13,6.214608
0,13,5.010635
0,13,5.298317
0,13,5.521461
0,13,5.521461
0,13,5.991465
0,13,5.298317
0,13,6.476973
0,13,5.703783
0,13,5.857933
0,13,5.298317
0,13,5.521461
0,13,5.703783
0,13,5.703783
0,13,5.521461
0,13,5.703783
0,13,5.703783
0,13,6.214608
0,13,5.298317
0,13,5.703783
0,13,6.214608
0,13,5.010635
0,13,5.703783
0,13,5.298317
0,13,5.857933
0,13,5.010635
0,13,5.703783
0,13,5.521461
0,13,6.214608
0,13,5.521461
0,13,5.010635
0,13,5.857933
0,13,6.214608
0,13,5.521461
0,13,5.991465
0,13,5.051457
0,13,5.521461
0,13,5.703783
0,13,6.109248
0,13,6.309918
0,13,5.521461
0,13,5.703783
0,13,5.857933
0,13,5.991465
0,13,6.109248
0,13,5.703783
0,13,5.521461
0,13,5.857933
0,13,6.309918
0,13,5.991465
0,13,6.109248
0,13,5.991465
0,13,5.991465
0,13,5.703783
0,13,5.703783
0,13,5.991465
0,13,5.703783
0,13,5.857933
0,13,5.298317
0,13,6.109248
0,13,5.857933
0,13,6.109248
0,13,5.703783
0,13,5.703783
0,13,5.703783
0,13,5.416101
0,13,5.857933
0,13,5.703783
0,13,5.703783
0,13,6.109248
0,13,5.857933
0,13,5.991465
0,13,7.090077
0,13,5.857933
0,13,5.521461
0,13,5.857933
0,13,5.857933
0,13,5.857933
0,13,5.991465
0,13,6.309918
0,13,6.109248
0,13,5.298317
0,13,5.991465
0,13,5.857933
0,13,6.109248
0,13,5.703783
0,13,6.109248
0,13,5.703783
0,13,6.309918
0,13,6.309918
0,13,6.109248
0,13,5.703783
0,13,5.521461
0,13,5.857933
0,13,5.991465
0,13,6.109248
0,13,6.214608
0,13,5.703783
0,13,6.39693
0,13,5.857933
0,13,5.857933
0,13,6.109248
0,13,5.991465
0,13,6.109248
0,13,6.109248
0,13,6.39693
0,13,6.214608
0,13,5.521461
0,13,5.991465
0,13,5.991465
0,13,6.214608
0,13,6.109248
0,13,5.991465
0,13,5.991465
0,13,5.991465
0,13,6.620073
0,13,6.214608
0,13,6.39693
0,13,6.620073
0,13,6.214608
0,13,6.109248
0,13,5.991465
0,13,5.521461
0,13,6.39693
0,13,5.991465
0,13,5.991465
0,13,5.857933
0,13,5.991465
0,13,6.214608
0,13,6.214608
0,13,6.39693
0,13,6.214608
0,13,5.857933
0,13,5.991465
0,13,5.991465
0,13,5.857933
0,13,5.521461
0,13,6.214608
0,13,5.857933
0,13,5.521461
0,13,6.109248
0,13,6.109248
0,13,5.991465
0,13,5.546154
0,13,6.214608
0,13,5.991465
0,13,6.109248
0,13,6.109248
0,13,6.39693
0,13,6.109248
0,13,6.214608
0,13,6.214608
0,13,6.309918
0,13,6.39693
0,13,6.309918
0,13,6.109248
0,13,6.214608
0,13,6.214608
0,13,6.309918
0,13,6.109248
0,13,5.991465
0,13,6.214608
0,13,6.55108
0,13,6.109248
0,13,6.39693
0,13,6.214608
0,13,6.109248
0,13,6.309918
0,13,5.991465
0,13,6.309918
0,13,6.214608
0,13,6.109248
0,13,6.476973
0,13,6.39693
0,13,7.130899
1,13,5.298317
1,13,5.298317
1,13,1.832582
1,13,3.912023
1,13,4.60517
1,13,4.60517
1,13,4.60517
1,13,5.298317
1,13,4.60517
1,13,3.912023
1,13,3.912023
1,13,5.010635
1,13,1.832582
1,13,5.010635
1,13,5.857933
1,13,5.010635
1,13,3.912023
1,13,1.832582
1,13,5.298317
1,13,4.60517
1,13,5.521461
1,13,3.218876
1,13,5.010635
1,13,3.912023
1,13,5.298317
1,13,4.60517
1,13,3.912023
1,13,5.521461
1,13,3.218876
1,13,4.60517
1,13,3.218876
1,13,5.521461
1,13,5.298317
1,13,3.912023
1,13,5.010635
1,13,3.218876
1,13,3.912023
1,13,3.218876
1,13,5.298317
1,13,5.521461
1,13,4.60517
1,13,4.60517
1,13,3.912023
1,13,5.010635
1,13,3.912023
1,13,4.60517
1,13,5.010635
1,13,3.912023
1,13,3.912023
1,13,5.010635
1,13,5.298317
1,13,4.60517
1,13,5.298317
1,13,1.832582
1,13,3.218876
1,13,3.218876
1,13,3.912023
1,13,5.298317
1,13,1.832582
1,13,3.912023
1,13,3.912023
1,13,4.60517
1,13,3.912023
1,13,3.218876
1,13,5.329089
1,13,3.442019
1,13,4.665795
1,13,5.051457
1,13,4.665795
1,13,4.665795
1,13,4.029806
1,13,5.051457
1,13,5.329089
1,13,4.665795
1,13,5.051457
1,13,3.442019
1,13,5.329089
1,13,5.051457
1,13,5.329089
1,13,2.525729
1,13,4.665795
1,13,4.665795
1,13,2.525729
1,13,5.329089
1,13,4.029806
1,13,5.329089
1,13,3.442019
1,13,1.832582
1,13,5.051457
1,13,2.525729
1,13,5.416101
1,13,4.828314
1,13,4.317488
1,13,4.317488
1,13,3.912023
1,13,5.416101
1,13,4.828314
1,13,3.218876
1,13,3.442019
1,13,5.164786
1,13,3.912023
1,13,5.616771
1,13,3.442019
1,13,5.164786
1,13,4.317488
1,13,3.218876
1,13,4.317488
1,13,3.218876
1,13,4.317488
1,13,4.317488
1,13,3.218876
1,13,3.912023
1,13,3.218876
1,13,5.164786
1,13,4.828314
1,13,5.416101
1,13,3.218876
1,13,3.442019
1,13,5.164786
1,13,5.416101
1,13,3.442019
1,13,4.828314
1,13,5.164786
1,13,5.416101
1,13,5.926926
1,13,3.218876
1,13,4.317488
1,13,5.416101
1,13,4.317488
1,13,5.010635
1,13,5.010635
1,13,4.029806
1,13,3.912023
1,13,4.60517
1,13,5.010635
1,13,4.60517
1,13,4.317488
1,13,5.991465
1,13,5.010635
1,13,4.60517
1,13,5.298317
1,13,4.317488
1,13,5.521461
1,13,5.521461
1,13,4.317488
1,13,3.912023
1,13,4.317488
1,13,5.010635
1,13,5.521461
1,13,5.010635
1,13,4.60517
1,13,3.912023
1,13,5.010635
1,13,5.298317
1,13,4.60517
1,13,4.317488
1,13,4.317488
1,13,5.010635
1,13,4.60517
1,13,5.521461
1,13,4.60517
1,13,5.010635
1,13,4.60517
1,13,5.298317
1,13,5.010635
1,13,4.60517
1,13,5.521461
1,13,5.521461
1,13,5.521461
1,13,3.912023
1,13,4.60517
1,13,4.60517
1,13,4.317488
1,13,3.912023
1,13,5.521461
1,13,4.60517
1,13,5.010635
1,13,3.912023
1,13,3.912023
1,13,4.317488
1,13,5.010635
1,13,5.521461
1,13,3.912023
1,13,4.60517
1,13,3.912023
1,13,5.010635
1,13,3.912023
1,13,5.703783
1,13,3.912023
1,13,5.298317
1,13,5.010635
1,13,5.298317
1,13,5.010635
1,13,4.60517
1,13,4.317488
1,13,4.60517
1,13,5.298317
1,13,4.60517
1,13,5.298317
1,13,4.317488
1,13,3.912023
1,13,4.60517
1,13,5.298317
1,13,4.60517
1,13,5.010635
1,13,5.521461
1,13,5.298317
1,13,5.298317
1,13,5.010635
1,13,5.703783
1,13,5.703783
1,13,4.60517
1,13,5.010635
1,13,5.298317
1,13,5.298317
1,13,4.828314
1,13,5.298317
1,13,5.298317
1,13,5.521461
1,13,5.010635
1,13,5.010635
1,13,4.828314
1,13,5.298317
1,13,5.010635
1,13,5.298317
1,13,5.298317
1,13,5.298317
1,13,5.521461
1,13,5.857933
1,13,4.665795
1,13,5.298317
1,13,5.521461
1,13,4.665795
1,13,5.298317
1,13,5.010635
1,13,5.521461
1,13,5.703783
1,13,5.010635
1,13,5.703783
1,13,5.521461
1,13,5.521461
1,13,5.521461
1,13,5.010635
1,13,5.010635
1,13,6.109248
1,13,4.60517
1,13,5.010635
1,13,5.521461
1,13,5.521461
1,13,5.703783
1,13,4.60517
1,13,5.298317
1,13,5.298317
1,13,5.298317
1,13,5.521461
1,13,5.521461
1,13,4.60517
1,13,5.298317
1,13,4.828314
1,13,4.828314
1,13,5.521461
1,13,4.828314
1,13,4.60517
1,13,5.298317
1,13,5.298317
1,13,5.298317
1,13,4.828314
1,13,5.010635
1,13,5.521461
1,13,5.521461
1,13,5.521461
1,13,5.298317
1,13,4.60517
1,13,5.010635
1,13,5.298317
1,13,4.828314
1,13,5.010635
1,13,5.857933
1,13,5.010635
1,13,5.521461
1,13,4.60517
1,13,5.298317
1,13,5.010635
1,13,5.521461
1,13,5.298317
1,13,5.703783
1,13,5.703783
1,13,5.010635
1,13,4.60517
1,13,5.521461
1,13,5.521461
1,13,5.298317
1,13,5.703783
1,13,5.703783
1,13,5.010635
1,13,5.857933
1,13,5.010635
1,13,5.521461
1,13,5.703783
1,13,5.857933
1,13,5.521461
1,13,5.857933
1,13,5.703783
1,13,5.051457
1,13,5.298317
1,13,5.010635
1,13,5.164786
1,13,5.010635
1,13,5.991465
1,13,5.051457
1,13,5.298317
1,13,7.047517
1,13,5.703783
1,13,5.703783
1,13,5.521461
1,13,5.010635
1,13,5.051457
1,13,5.010635
1,13,5.298317
1,13,5.521461
1,13,5.010635
1,13,5.298317
1,13,5.521461
1,13,5.298317
1,13,5.164786
1,13,5.164786
1,13,5.051457
1,13,5.051457
1,13,5.991465
1,13,5.010635
1,13,5.164786
1,13,5.051457
1,13,5.521461
1,13,5.857933
1,13,5.521461
1,13,5.703783
1,13,5.521461
1,13,5.521461
1,13,5.010635
1,13,5.521461
1,13,5.521461
1,13,5.164786
1,13,5.857933
1,13,5.298317
1,13,5.703783
1,13,5.051457
1,13,5.010635
1,13,5.298317
1,13,5.521461
1,13,5.164786
1,13,5.857933
1,13,5.521461
1,13,5.521461
1,13,5.857933
1,13,5.298317
1,13,5.521461
1,13,5.164786
1,13,5.298317
1,13,5.521461
1,13,5.521461
1,13,5.703783
1,13,5.991465
1,13,5.298317
1,13,5.329089
1,13,5.521461
1,13,5.703783
1,13,5.703783
1,13,5.416101
1,13,5.857933
1,13,5.416101
1,13,5.703783
1,13,5.857933
1,13,6.109248
1,13,5.329089
1,13,6.109248
1,13,5.521461
1,13,5.298317
1,13,5.857933
1,13,5.703783
1,13,5.521461
1,13,5.298317
1,13,5.521461
1,13,5.703783
1,13,5.298317
1,13,5.298317
1,13,5.521461
1,13,5.857933
1,13,5.416101
1,13,5.991465
1,13,5.329089
1,13,5.298317
1,13,5.703783
1,13,5.857933
1,13,5.416101
1,13,5.521461
1,13,5.416101
1,13,5.416101
1,13,5.857933
1,13,5.703783
1,13,5.298317
1,13,5.991465
1,13,5.703783
1,13,5.703783
1,13,5.857933
1,13,6.109248
1,13,5.521461
1,13,5.703783
1,13,6.214608
1,13,5.857933
1,13,5.703783
1,13,5.703783
1,13,5.521461
1,13,6.109248
1,13,5.616771
1,13,5.703783
1,13,5.991465
1,13,5.521461
1,13,5.546154
1,13,5.857933
1,13,5.857933
1,13,6.214608
1,13,5.991465
1,13,6.109248
1,13,7.047517
0,14,5.857933
0,14,5.546154
0,14,5.010635
0,14,5.521461
0,14,5.521461
0,14,5.521461
0,14,5.703783
0,14,5.521461
0,14,5.010635
0,14,6.109248
0,14,5.703783
0,14,5.703783
0,14,5.521461
0,14,5.703783
0,14,5.857933
0,14,5.991465
0,14,6.214608
0,14,5.991465
0,14,5.703783
0,14,5.703783
0,14,6.214608
0,14,5.703783
0,14,5.703783
0,14,5.703783
0,14,5.991465
0,14,5.857933
0,14,5.703783
0,14,5.857933
0,14,5.521461
0,14,6.214608
0,14,5.857933
0,14,5.991465
0,14,6.109248
0,14,5.991465
0,14,6.109248
0,14,5.991465
0,14,6.109248
0,14,5.857933
0,14,5.857933
0,14,6.55108
0,14,5.857933
0,14,5.991465
0,14,5.857933
0,14,6.55108
0,14,6.109248
0,14,5.991465
0,14,6.109248
0,14,6.214608
0,14,5.991465
0,14,6.214608
0,14,5.857933
0,14,5.991465
0,14,6.109248
0,14,5.991465
0,14,6.214608
0,14,6.309918
0,14,6.214608
0,14,6.214608
0,14,6.39693
0,14,5.991465
0,14,6.309918
0,14,6.214608
0,14,6.620073
1,14,3.912023
1,14,4.60517
1,14,3.912023
1,14,4.60517
1,14,5.010635
1,14,1.832582
1,14,3.912023
1,14,5.010635
1,14,5.010635
1,14,3.218876
1,14,4.60517
1,14,3.912023
1,14,5.010635
1,14,3.912023
1,14,5.010635
1,14,4.60517
1,14,1.832582
1,14,5.010635
1,14,3.912023
1,14,3.912023
1,14,5.010635
1,14,6.214608
1,14,7.025538
1,14,1.832582
1,14,3.218876
1,14,4.60517
1,14,4.60517
1,14,3.912023
1,14,4.60517
1,14,5.298317
1,14,3.218876
1,14,3.912023
1,14,4.60517
1,14,3.218876
1,14,5.010635
1,14,3.912023
1,14,4.60517
1,14,4.60517
1,14,5.010635
1,14,4.60517
1,14,3.218876
1,14,4.60517
1,14,5.010635
1,14,3.218876
1,14,5.010635
1,14,3.218876
1,14,4.60517
1,14,5.010635
1,14,5.010635
1,14,4.60517
1,14,3.912023
1,14,5.521461
1,14,4.60517
1,14,4.60517
1,14,3.912023
1,14,5.521461
1,14,5.298317
1,14,5.010635
1,14,5.010635
1,14,3.912023
1,14,5.521461
1,14,3.912023
1,14,3.912023
1,14,5.298317
1,14,5.010635
1,14,4.60517
1,14,4.60517
1,14,3.912023
1,14,3.912023
1,14,3.218876
1,14,5.010635
1,14,5.010635
1,14,3.912023
1,14,1.832582
1,14,4.60517
1,14,3.218876
1,14,4.60517
1,14,1.832582
1,14,5.298317
1,14,3.912023
1,14,3.218876
1,14,5.051457
1,14,4.029806
1,14,4.665795
1,14,5.051457
1,14,5.546154
1,14,5.051457
1,14,2.525729
1,14,4.665795
1,14,4.665795
1,14,2.525729
1,14,1.832582
1,14,5.051457
1,14,5.329089
1,14,4.029806
1,14,1.832582
1,14,5.051457
1,14,4.665795
1,14,5.051457
1,14,4.665795
1,14,3.442019
1,14,1.832582
1,14,4.029806
1,14,5.546154
1,14,4.665795
1,14,4.665795
1,14,1.832582
1,14,2.525729
1,14,4.828314
1,14,4.828314
1,14,3.218876
1,14,4.828314
1,14,4.317488
1,14,3.218876
1,14,5.164786
1,14,4.317488
1,14,3.218876
1,14,5.164786
1,14,4.828314
1,14,4.828314
1,14,3.218876
1,14,5.164786
1,14,4.317488
1,14,5.164786
1,14,4.828314
1,14,3.218876
1,14,4.828314
1,14,4.828314
1,14,5.164786
1,14,5.164786
1,14,4.828314
1,14,5.164786
1,14,3.442019
1,14,5.616771
1,14,5.164786
1,14,4.317488
1,14,5.164786
1,14,5.521461
1,14,3.912023
1,14,4.60517
1,14,4.60517
1,14,3.912023
1,14,3.912023
1,14,4.029806
1,14,4.60517
1,14,5.298317
1,14,3.912023
1,14,5.010635
1,14,3.912023
1,14,4.60517
1,14,3.912023
1,14,5.521461
1,14,3.912023
1,14,5.298317
1,14,5.010635
1,14,5.703783
1,14,5.010635
1,14,5.521461
1,14,4.60517
1,14,4.60517
1,14,3.912023
1,14,4.60517
1,14,5.010635
1,14,5.298317
1,14,3.912023
1,14,4.029806
1,14,3.912023
1,14,5.521461
1,14,5.521461
1,14,5.298317
1,14,4.60517
1,14,3.912023
1,14,5.521461
1,14,5.703783
1,14,3.912023
1,14,5.521461
1,14,5.298317
1,14,5.298317
1,14,3.912023
1,14,4.60517
1,14,4.60517
1,14,5.703783
1,14,4.60517
1,14,5.703783
1,14,5.010635
1,14,5.703783
1,14,4.317488
1,14,3.912023
1,14,5.298317
1,14,4.317488
1,14,3.912023
1,14,4.60517
1,14,5.010635
1,14,5.703783
1,14,5.703783
1,14,5.298317
1,14,5.010635
1,14,5.298317
1,14,5.010635
1,14,3.912023
1,14,4.60517
1,14,3.912023
1,14,5.010635
1,14,5.010635
1,14,4.60517
1,14,4.60517
1,14,4.60517
1,14,5.010635
1,14,5.298317
1,14,4.60517
1,14,5.010635
1,14,5.010635
1,14,5.298317
1,14,4.828314
1,14,4.60517
1,14,5.703783
1,14,4.60517
1,14,5.010635
1,14,5.521461
1,14,4.60517
1,14,4.828314
1,14,5.521461
1,14,4.60517
1,14,4.60517
1,14,6.39693
1,14,5.298317
1,14,4.60517
1,14,4.60517
1,14,4.60517
1,14,5.298317
1,14,5.521461
1,14,4.60517
1,14,5.857933
1,14,4.60517
1,14,5.703783
1,14,5.298317
1,14,4.828314
1,14,4.60517
1,14,5.521461
1,14,5.521461
1,14,4.665795
1,14,5.298317
1,14,5.298317
1,14,5.521461
1,14,4.60517
1,14,4.60517
1,14,5.010635
1,14,5.010635
1,14,5.521461
1,14,5.010635
1,14,5.298317
1,14,4.60517
1,14,5.298317
1,14,5.010635
1,14,5.298317
1,14,5.521461
1,14,5.521461
1,14,5.298317
1,14,5.298317
1,14,5.521461
1,14,4.828314
1,14,5.703783
1,14,5.521461
1,14,5.703783
1,14,5.521461
1,14,5.521461
1,14,5.298317
1,14,4.60517
1,14,5.521461
1,14,5.010635
1,14,5.521461
1,14,5.010635
1,14,4.60517
1,14,5.521461
1,14,4.665795
1,14,5.298317
1,14,5.010635
1,14,5.298317
1,14,5.010635
1,14,5.298317
1,14,6.109248
1,14,4.60517
1,14,4.60517
1,14,5.010635
1,14,4.665795
1,14,5.010635
1,14,5.010635
1,14,5.521461
1,14,5.010635
1,14,5.298317
1,14,4.60517
1,14,4.60517
1,14,5.298317
1,14,5.521461
1,14,5.298317
1,14,4.60517
1,14,7.110696
1,14,4.665795
1,14,5.857933
1,14,5.010635
1,14,4.60517
1,14,4.60517
1,14,4.60517
1,14,5.298317
1,14,5.703783
1,14,5.298317
1,14,4.828314
1,14,4.828314
1,14,5.010635
1,14,5.298317
1,14,5.298317
1,14,5.298317
1,14,5.010635
1,14,4.60517
1,14,5.521461
1,14,4.60517
1,14,5.010635
1,14,5.521461
1,14,5.298317
1,14,5.521461
1,14,5.521461
1,14,5.010635
1,14,5.010635
1,14,5.521461
1,14,5.010635
1,14,5.521461
1,14,5.010635
1,14,5.857933
1,14,5.521461
1,14,5.857933
1,14,5.164786
1,14,5.703783
1,14,5.010635
1,14,5.298317
1,14,5.703783
1,14,5.298317
1,14,5.010635
1,14,5.991465
1,14,5.521461
1,14,5.051457
1,14,5.298317
1,14,5.010635
1,14,5.703783
1,14,5.521461
1,14,5.991465
1,14,5.164786
1,14,5.521461
1,14,5.521461
1,14,5.164786
1,14,5.298317
1,14,5.521461
1,14,5.051457
1,14,5.703783
1,14,5.521461
1,14,5.298317
1,14,5.521461
1,14,5.703783
1,14,5.521461
1,14,5.521461
1,14,5.521461
1,14,5.298317
1,14,5.051457
1,14,5.521461
1,14,5.010635
1,14,5.164786
1,14,5.298317
1,14,5.991465
1,14,5.521461
1,14,5.521461
1,14,5.051457
1,14,5.703783
1,14,5.521461
1,14,5.857933
1,14,5.521461
1,14,5.857933
1,14,5.298317
1,14,5.521461
1,14,5.521461
1,14,5.298317
1,14,5.703783
1,14,5.703783
1,14,5.703783
1,14,5.010635
1,14,5.051457
1,14,5.051457
1,14,5.703783
1,14,5.051457
1,14,5.298317
1,14,5.010635
1,14,5.298317
1,14,5.521461
1,14,5.298317
1,14,5.010635
1,14,5.991465
1,14,5.703783
1,14,5.298317
1,14,5.857933
1,14,5.051457
1,14,5.164786
1,14,5.298317
1,14,5.051457
1,14,5.703783
1,14,5.298317
1,14,5.991465
1,14,5.521461
1,14,5.703783
1,14,5.857933
1,14,5.991465
1,14,5.857933
1,14,5.298317
1,14,5.991465
1,14,5.991465
1,14,5.703783
1,14,5.703783
1,14,5.703783
1,14,5.521461
1,14,5.298317
1,14,5.298317
1,14,5.298317
1,14,5.703783
1,14,5.329089
1,14,5.703783
1,14,5.416101
1,14,5.521461
1,14,5.703783
1,14,5.991465
1,14,5.857933
1,14,5.329089
1,14,5.703783
1,14,5.416101
1,14,5.857933
1,14,5.857933
1,14,5.298317
1,14,5.703783
1,14,6.109248
1,14,5.521461
1,14,5.521461
1,14,6.109248
1,14,5.616771
1,14,5.546154
1,14,5.546154
1,14,5.703783
1,14,6.214608
1,14,5.521461
1,14,6.214608
1,14,5.991465
1,14,5.703783
1,14,5.857933
1,14,6.214608
1,14,6.55108
1,14,5.991465
1,14,6.309918
1,14,7.069024
0,15,3.218876
0,15,3.218876
0,15,3.218876
0,15,3.218876
0,15,5.298317
0,15,3.912023
0,15,3.218876
0,15,3.218876
0,15,3.218876
0,15,3.218876
0,15,5.298317
0,15,3.218876
0,15,3.218876
0,15,3.218876
0,15,5.010635
0,15,5.010635
0,15,3.912023
0,15,1.832582
0,15,3.912023
0,15,1.832582
0,15,3.912023
0,15,5.298317
0,15,5.521461
0,15,3.912023
0,15,3.218876
0,15,6.214608
0,15,3.912023
0,15,4.029806
0,15,2.525729
0,15,1.832582
0,15,4.665795
0,15,2.525729
0,15,1.832582
0,15,5.875633
0,15,3.442019
0,15,2.525729
0,15,4.665795
0,15,2.525729
0,15,4.029806
0,15,1.832582
0,15,4.029806
0,15,4.029806
0,15,4.665795
0,15,3.442019
0,15,4.029806
0,15,1.832582
0,15,5.546154
0,15,1.832582
0,15,3.442019
0,15,2.525729
0,15,2.525729
0,15,5.329089
0,15,1.832582
0,15,4.029806
0,15,3.442019
0,15,3.442019
0,15,3.442019
0,15,3.442019
0,15,3.218876
0,15,3.442019
0,15,5.416101
0,15,4.828314
0,15,3.912023
0,15,3.442019
0,15,4.828314
0,15,3.912023
0,15,3.912023
0,15,3.442019
0,15,4.317488
0,15,3.218876
0,15,4.828314
0,15,5.416101
0,15,3.218876
0,15,3.442019
0,15,3.218876
0,15,3.912023
0,15,3.442019
0,15,3.912023
0,15,3.218876
0,15,3.442019
0,15,3.218876
0,15,4.828314
0,15,3.218876
0,15,3.912023
0,15,4.317488
0,15,4.317488
0,15,3.218876
0,15,3.442019
0,15,3.912023
0,15,5.164786
0,15,3.218876
0,15,3.912023
0,15,3.442019
0,15,4.317488
0,15,3.218876
0,15,3.442019
0,15,3.912023
0,15,3.912023
0,15,4.317488
0,15,4.828314
0,15,3.912023
0,15,3.218876
0,15,4.317488
0,15,4.317488
0,15,3.442019
0,15,4.029806
0,15,3.912023
0,15,4.317488
0,15,4.60517
0,15,4.317488
0,15,4.60517
0,15,4.317488
0,15,4.317488
0,15,4.029806
0,15,5.521461
0,15,4.60517
0,15,4.317488
0,15,4.029806
0,15,3.912023
0,15,4.317488
0,15,4.029806
0,15,3.912023
0,15,3.912023
0,15,3.912023
0,15,3.912023
0,15,4.029806
0,15,4.029806
0,15,3.912023
0,15,4.317488
0,15,4.60517
0,15,5.991465
0,15,3.912023
0,15,5.010635
0,15,4.60517
0,15,5.010635
0,15,4.029806
0,15,5.521461
0,15,4.029806
0,15,4.60517
0,15,3.912023
0,15,5.521461
0,15,4.60517
0,15,4.317488
0,15,4.317488
0,15,3.912023
0,15,4.317488
0,15,4.029806
0,15,5.521461
0,15,4.60517
0,15,4.317488
0,15,4.60517
0,15,4.029806
0,15,3.912023
0,15,5.010635
0,15,4.665795
0,15,5.298317
0,15,4.60517
0,15,4.60517
0,15,4.665795
0,15,4.60517
0,15,5.703783
0,15,4.665795
0,15,4.828314
0,15,4.828314
0,15,5.051457
0,15,5.298317
0,15,5.298317
0,15,5.051457
0,15,5.703783
0,15,5.298317
0,15,5.298317
0,15,5.051457
0,15,5.991465
0,15,5.298317
0,15,5.416101
0,15,5.521461
0,15,5.298317
0,15,5.521461
0,15,5.521461
0,15,5.521461
0,15,5.416101
0,15,5.521461
0,15,5.416101
0,15,5.546154
0,15,6.109248
0,15,5.857933
0,15,5.703783
0,15,5.875633
0,15,5.857933
0,15,5.926926
0,15,6.263398
1,15,1.832582
1,15,1.832582
1,15,3.218876
1,15,1.832582
1,15,3.218876
1,15,3.218876
1,15,3.912023
